data;dia;fluxo
08/02/07;qui;24808,38021
09/02/07;sex;25175,47138
10/02/07;sab;23429,3205
11/02/07;dom;21555,87485
12/02/07;seg;25401,41652
13/02/07;ter;26108,65002
14/02/07;qua;25974,39596
15/02/07;qui;25320,1065
16/02/07;sex;25194,05654
17/02/07;sab;23015,98197
18/02/07;dom;20889,67554
19/02/07;seg;20972,55647
20/02/07;ter;19976,65547
21/02/07;qua;22395,5104
22/02/07;qui;23830,72875
23/02/07;sex;24356,0882
24/02/07;sab;24054,21203
25/02/07;dom;21449,22141
26/02/07;seg;25461,90631
27/02/07;ter;25702,6703
28/02/07;qua;25377,78172
01/03/07;qui;25632,25326
02/03/07;sex;25478,74165
03/03/07;sab;23219,55128
04/03/07;dom;21492,53431
05/03/07;seg;24929,40124
06/03/07;ter;24917,0009
07/03/07;qua;25541,87599
08/03/07;qui;25157,76583
09/03/07;sex;25704,19573
10/03/07;sab;23326,4003
11/03/07;dom;21088,22488
12/03/07;seg;24760,04375
13/03/07;ter;24747,21609
14/03/07;qua;25370,33978
15/03/07;qui;25078,27762
16/03/07;sex;24911,81651
17/03/07;sab;23119,60572
18/03/07;dom;21035,30105
19/03/07;seg;24365,7204
20/03/07;ter;24995,12684
21/03/07;qua;25081,81137
22/03/07;qui;24894,05805
23/03/07;sex;25307,95377
24/03/07;sab;23442,10643
25/03/07;dom;21650,22408
26/03/07;seg;25336,19146
27/03/07;ter;25935,71929
28/03/07;qua;25700,04518
29/03/07;qui;25984,64989
30/03/07;sex;26317,04024
31/03/07;sab;24025,37641
01/04/07;dom;21930,28008
02/04/07;seg;25511,41522
03/04/07;ter;25905,52884
04/04/07;qua;26619,49486
05/04/07;qui;25029,75111
06/04/07;sex;21644,2277
07/04/07;sab;23097,44422
08/04/07;dom;21977,90766
09/04/07;seg;25953,79901
10/04/07;ter;26029,29264
11/04/07;qua;25430,85782
12/04/07;qui;25312,1148
13/04/07;sex;25661,85131
14/04/07;sab;23923,18937
15/04/07;dom;21740,91415
16/04/07;seg;25619,36002
17/04/07;ter;25581,24792
18/04/07;qua;25952,06018
19/04/07;qui;25990,81976
20/04/07;sex;25822,05213
21/04/07;sab;23173,61172
22/04/07;dom;20973,23007
23/04/07;seg;25335,30695
24/04/07;ter;25920,35085
25/04/07;qua;26427,70373
26/04/07;qui;26367,78504
27/04/07;sex;26156,75295
28/04/07;sab;24066,69517
29/04/07;dom;21627,7183
30/04/07;seg;24328,61203
01/05/07;ter;22209,32004
02/05/07;qua;26033,79201
03/05/07;qui;26211,65711
04/05/07;sex;26522,74595
05/05/07;sab;24579,33282
06/05/07;dom;22321,21513
07/05/07;seg;25522,81745
08/05/07;ter;25965,3107
09/05/07;qua;25954,49137
10/05/07;qui;26018,7196
11/05/07;sex;26625,64977
12/05/07;sab;24807,99245
13/05/07;dom;22501,13729
14/05/07;seg;26244,73889
15/05/07;ter;26179,10347
16/05/07;qua;26702,98311
17/05/07;qui;27257,67391
18/05/07;sex;27413,20107
19/05/07;sab;25335,18338
20/05/07;dom;23328,79389
21/05/07;seg;27276,00529
22/05/07;ter;27547,11967
23/05/07;qua;27235,99224
24/05/07;qui;27457,33233
25/05/07;sex;27529,14595
26/05/07;sab;25017,30332
27/05/07;dom;22438,48339
28/05/07;seg;26758,73926
29/05/07;ter;27140,79845
30/05/07;qua;27080,98479
31/05/07;qui;27148,45189
01/06/07;sex;26568,86686
02/06/07;sab;24631,10074
03/06/07;dom;22750,28038
04/06/07;seg;27126,52737
05/06/07;ter;26835,46077
06/06/07;qua;27079,65227
07/06/07;qui;23501,4479
08/06/07;sex;26000,11622
09/06/07;sab;24460,90631
10/06/07;dom;21893,3745
11/06/07;seg;26075,38037
12/06/07;ter;26698,6476
13/06/07;qua;27167,85468
14/06/07;qui;26828,15701
15/06/07;sex;26182,78103
16/06/07;sab;24122,02503
17/06/07;dom;22250,5753
18/06/07;seg;25665,47945
19/06/07;ter;25743,69038
20/06/07;qua;26037,69104
21/06/07;qui;26198,22487
22/06/07;sex;26058,58895
23/06/07;sab;24059,90868
24/06/07;dom;22335,06382
25/06/07;seg;26593,73738
26/06/07;ter;26924,40554
27/06/07;qua;26846,8619
28/06/07;qui;26901,5485
29/06/07;sex;27073,15449
30/06/07;sab;24738,52157
01/07/07;dom;22254,9881
02/07/07;seg;25634,52123
03/07/07;ter;26300,19572
04/07/07;qua;26595,64465
05/07/07;qui;26625,78649
06/07/07;sex;26582,22281
07/07/07;sab;24534,19865
08/07/07;dom;22503,97669
09/07/07;seg;26295,76442
10/07/07;ter;26643,24951
11/07/07;qua;26525,87015
12/07/07;qui;26605,40807
13/07/07;sex;25957,77473
14/07/07;sab;24171,22546
15/07/07;dom;21969,26899
16/07/07;seg;26351,98785
17/07/07;ter;27072,08933
18/07/07;qua;27159,29922
19/07/07;qui;27161,21882
20/07/07;sex;26759,38094
21/07/07;sab;24168,35877
22/07/07;dom;21921,48437
23/07/07;seg;26224,97443
24/07/07;ter;27237,08187
25/07/07;qua;27136,20125
26/07/07;qui;27113,89682
27/07/07;sex;26604,66448
28/07/07;sab;24338,41726
29/07/07;dom;21868,34006
30/07/07;seg;25600,78782
31/07/07;ter;26380,00052
01/08/07;qua;27174,45626
02/08/07;qui;27415,53461
03/08/07;sex;27531,86051
04/08/07;sab;25358,31764
05/08/07;dom;23027,40005
06/08/07;seg;26686,41761
07/08/07;ter;27390,35411
08/08/07;qua;27686,39277
09/08/07;qui;27624,19237
10/08/07;sex;27584,74404
11/08/07;sab;25493,02821
12/08/07;dom;22933,07135
13/08/07;seg;27053,08207
14/08/07;ter;27757,71501
15/08/07;qua;25188,31273
16/08/07;qui;27835,72746
17/08/07;sex;28099,99652
18/08/07;sab;25559,92347
19/08/07;dom;23361,62387
20/08/07;seg;27873,87695
21/08/07;ter;28532,79402
22/08/07;qua;28009,54066
23/08/07;qui;27528,85354
24/08/07;sex;27982,03397
25/08/07;sab;26111,71301
26/08/07;dom;23595,53623
27/08/07;seg;27323,02173
28/08/07;ter;28045,26263
29/08/07;qua;28188,19311
30/08/07;qui;28412,43465
31/08/07;sex;28007,74414
01/09/07;sab;25768,13143
02/09/07;dom;23780,57919
03/09/07;seg;27794,46705
04/09/07;ter;28469,9517
05/09/07;qua;28475,80402
06/09/07;qui;28271,53112
07/09/07;sex;24507,22387
08/09/07;sab;24734,78361
09/09/07;dom;23497,76698
10/09/07;seg;28166,84165
11/09/07;ter;29033,23401
12/09/07;qua;29376,59544
13/09/07;qui;29163,00102
14/09/07;sex;28861,81245
15/09/07;sab;26336,46241
16/09/07;dom;24061,43899
17/09/07;seg;27889,55541
18/09/07;ter;28248,37166
19/09/07;qua;28507,37221
20/09/07;qui;28744,76728
21/09/07;sex;28787,96861
22/09/07;sab;26320,74423
23/09/07;dom;24196,10404
24/09/07;seg;28370,76816
25/09/07;ter;28644,08097
26/09/07;qua;28398,96768
27/09/07;qui;28628,17873
28/09/07;sex;28886,17179
29/09/07;sab;26609,30314
30/09/07;dom;23746,08896
01/10/07;seg;28533,13047
02/10/07;ter;28971,29879
03/10/07;qua;28840,66402
04/10/07;qui;28090,01443
05/10/07;sex;27992,42114
06/10/07;sab;26189,89296
07/10/07;dom;24255,26848
08/10/07;seg;28440,02391
09/10/07;ter;29053,36861
10/10/07;qua;29162,90989
11/10/07;qui;28775,32531
12/10/07;sex;25211,67291
13/10/07;sab;25445,70385
14/10/07;dom;22475,62653
15/10/07;seg;27582,49213
16/10/07;ter;28963,67681
17/10/07;qua;29047,6854
18/10/07;qui;28931,81471
19/10/07;sex;28909,98665
20/10/07;sab;26677,4544
21/10/07;dom;24301,30259
22/10/07;seg;27323,16481
23/10/07;ter;27874,97807
24/10/07;qua;28042,51319
25/10/07;qui;28400,56683
26/10/07;sex;28632,56172
27/10/07;sab;26465,62085
28/10/07;dom;24385,9068
29/10/07;seg;27166,94684
30/10/07;ter;28865,49141
31/10/07;qua;28486,74159
01/11/07;qui;28392,2527
02/11/07;sex;24785,33928
03/11/07;sab;26006,5555
04/11/07;dom;24302,55032
05/11/07;seg;28777,44321
06/11/07;ter;29247,27612
07/11/07;qua;29473,38993
08/11/07;qui;29888,12448
09/11/07;sex;29287,92142
10/11/07;sab;26721,14392
11/11/07;dom;24120,18725
12/11/07;seg;28562,33136
13/11/07;ter;28883,32017
14/11/07;qua;29038,14469
15/11/07;qui;26274,96204
16/11/07;sex;28658,54427
17/11/07;sab;27166,81498
18/11/07;dom;24506,00365
19/11/07;seg;28620,18299
20/11/07;ter;29201,47833
21/11/07;qua;29834,21456
22/11/07;qui;29608,33552
23/11/07;sex;29349,24818
24/11/07;sab;27132,84164
25/11/07;dom;24809,37882
26/11/07;seg;28670,10073
27/11/07;ter;28540,41545
28/11/07;qua;28386,00081
29/11/07;qui;28741,25725
30/11/07;sex;28769,82992
01/12/07;sab;26419,84714
02/12/07;dom;23886,58376
03/12/07;seg;27573,41193
04/12/07;ter;28535,46718
05/12/07;qua;28711,23207
06/12/07;qui;28777,41369
07/12/07;sex;28542,23574
08/12/07;sab;25490,98698
09/12/07;dom;23633,19881
10/12/07;seg;27857,18662
11/12/07;ter;28653,18753
12/12/07;qua;28989,59144
13/12/07;qui;28785,87596
14/12/07;sex;28481,24251
15/12/07;sab;26811,83732
16/12/07;dom;24649,49801
17/12/07;seg;27151,85489
18/12/07;ter;28017,37381
19/12/07;qua;28362,46966
20/12/07;qui;28249,80892
21/12/07;sex;28320,58719
22/12/07;sab;26768,09753
23/12/07;dom;25351,86232
24/12/07;seg;25464,55972
25/12/07;ter;22900,81207
26/12/07;qua;26892,91619
27/12/07;qui;27649,60311
28/12/07;sex;27132,35893
29/12/07;sab;24871,63256
30/12/07;dom;23150,80482
31/12/07;seg;23786,12808
01/01/08;ter;21081,78991
02/01/08;qua;24642,02869
03/01/08;qui;26448,46545
04/01/08;sex;26519,63844
05/01/08;sab;25042,06037
06/01/08;dom;23111,5712
07/01/08;seg;27013,27543
08/01/08;ter;27540,80874
09/01/08;qua;27089,2965
10/01/08;qui;26674,85441
11/01/08;sex;27331,07671
12/01/08;sab;26033,79777
13/01/08;dom;23874,38978
14/01/08;seg;27260,91579
15/01/08;ter;26555,58986
16/01/08;qua;26220,20036
17/01/08;qui;26335,89092
18/01/08;sex;25830,34436
19/01/08;sab;24229,40365
20/01/08;dom;22151,38911
21/01/08;seg;25803,80836
22/01/08;ter;26650,0128
23/01/08;qua;26908,74366
24/01/08;qui;27269,93137
25/01/08;sex;27430,4633
26/01/08;sab;25478,58724
27/01/08;dom;22747,51243
28/01/08;seg;25758,74622
29/01/08;ter;27176,50921
30/01/08;qua;27602,56443
31/01/08;qui;26788,17968
01/02/08;sex;26127,95828
02/02/08;sab;23982,96983
03/02/08;dom;21863,40119
04/02/08;seg;23990,72149
05/02/08;ter;22854,38
06/02/08;qua;25130,28095
07/02/08;qui;27297,06261
08/02/08;sex;27311,81588
09/02/08;sab;25711,48963
10/02/08;dom;23036,06503
11/02/08;seg;27621,82315
12/02/08;ter;27634,47875
13/02/08;qua;27526,36886
14/02/08;qui;27694,31919
15/02/08;sex;26846,8644
16/02/08;sab;25670,83075
17/02/08;dom;22775,87796
18/02/08;seg;26235,70347
19/02/08;ter;27415,54834
20/02/08;qua;26732,74742
21/02/08;qui;26130,99907
22/02/08;sex;26385,37957
23/02/08;sab;24659,27205
24/02/08;dom;23263,30618
25/02/08;seg;27341,66699
26/02/08;ter;27870,6943
27/02/08;qua;27753,82586
28/02/08;qui;27888,87003
29/02/08;sex;27352,11476
01/03/08;sab;24840,41651
02/03/08;dom;21618,97996
03/03/08;seg;26148,27009
04/03/08;ter;27214,62982
05/03/08;qua;27303,07058
06/03/08;qui;27339,73733
07/03/08;sex;26793,50326
08/03/08;sab;25309,22893
09/03/08;dom;23030,50424
10/03/08;seg;27293,62919
11/03/08;ter;27400,8675
12/03/08;qua;26670,09932
13/03/08;qui;27404,79672
14/03/08;sex;27265,24808
15/03/08;sab;25560,83636
16/03/08;dom;23670,47891
17/03/08;seg;27063,58785
18/03/08;ter;27631,43663
19/03/08;qua;27653,95612
20/03/08;qui;26961,02645
21/03/08;sex;22727,17918
22/03/08;sab;24361,81831
23/03/08;dom;22945,82885
24/03/08;seg;27077,54287
25/03/08;ter;27061,90226
26/03/08;qua;27073,41554
27/03/08;qui;26548,85257
28/03/08;sex;26758,37752
29/03/08;sab;24836,26851
30/03/08;dom;22430,68212
31/03/08;seg;25894,18866
01/04/08;ter;25379,56332
02/04/08;qua;25993,96561
03/04/08;qui;26433,83811
04/04/08;sex;26214,97162
05/04/08;sab;24574,1045
06/04/08;dom;21794,75111
07/04/08;seg;26640,91395
08/04/08;ter;27632,88075
09/04/08;qua;27728,89776
10/04/08;qui;27697,73171
11/04/08;sex;27136,44747
12/04/08;sab;25195,54839
13/04/08;dom;22965,28893
14/04/08;seg;26824,99543
15/04/08;ter;27230,03016
16/04/08;qua;27490,44918
17/04/08;qui;27650,57096
18/04/08;sex;27480,87737
19/04/08;sab;25644,24938
20/04/08;dom;23491,70953
21/04/08;seg;23457,80352
22/04/08;ter;27558,34492
23/04/08;qua;27736,54376
24/04/08;qui;27864,40807
25/04/08;sex;27650,01213
26/04/08;sab;26071,47689
27/04/08;dom;24328,23932
28/04/08;seg;27896,73118
29/04/08;ter;28203,60056
30/04/08;qua;27839,58808
01/05/08;qui;24417,18628
02/05/08;sex;26824,9998
03/05/08;sab;25702,52753
04/05/08;dom;23628,49904
05/05/08;seg;26949,04112
06/05/08;ter;27658,29173
07/05/08;qua;28186,27967
08/05/08;qui;28338,11396
09/05/08;sex;27784,6053
10/05/08;sab;25721,11913
11/05/08;dom;23480,78718
12/05/08;seg;27552,36851
13/05/08;ter;28044,07592
14/05/08;qua;27760,74135
15/05/08;qui;28030,71205
16/05/08;sex;28383,58747
17/05/08;sab;26628,07105
18/05/08;dom;24075,85022
19/05/08;seg;28172,56178
20/05/08;ter;29259,97237
21/05/08;qua;29156,88739
22/05/08;qui;25766,78169
23/05/08;sex;27517,92263
24/05/08;sab;26192,05347
25/05/08;dom;23386,96002
26/05/08;seg;27225,52066
27/05/08;ter;28058,52425
28/05/08;qua;28365,58871
29/05/08;qui;28405,95389
30/05/08;sex;28045,23728
31/05/08;sab;26069,13259
01/06/08;dom;23286,6119
02/06/08;seg;26131,82061
03/06/08;ter;26989,00818
04/06/08;qua;27597,23135
05/06/08;qui;28400,2365
06/06/08;sex;28633,04649
07/06/08;sab;26224,30188
08/06/08;dom;24039,85271
09/06/08;seg;28436,53177
10/06/08;ter;28756,62438
11/06/08;qua;28672,94119
12/06/08;qui;28668,71823
13/06/08;sex;28134,36769
14/06/08;sab;26144,37753
15/06/08;dom;24672,58971
16/06/08;seg;28702,40139
17/06/08;ter;29182,79918
18/06/08;qua;28257,0297
19/06/08;qui;28144,65886
20/06/08;sex;28211,10062
21/06/08;sab;25971,0154
22/06/08;dom;24217,0428
23/06/08;seg;28412,19146
24/06/08;ter;29266,97033
25/06/08;qua;28604,65029
26/06/08;qui;29008,17877
27/06/08;sex;29216,88687
28/06/08;sab;27594,24224
29/06/08;dom;25020,29127
30/06/08;seg;29103,45969
01/07/08;ter;29293,32938
02/07/08;qua;29605,82415
03/07/08;qui;29885,39873
04/07/08;sex;29639,8043
05/07/08;sab;27544,57887
06/07/08;dom;24881,32461
07/07/08;seg;27994,56679
08/07/08;ter;29017,42434
09/07/08;qua;29415,42323
10/07/08;qui;29379,95473
11/07/08;sex;29005,02335
12/07/08;sab;27395,94171
13/07/08;dom;24970,88731
14/07/08;seg;28874,99211
15/07/08;ter;29348,07478
16/07/08;qua;29293,92898
17/07/08;qui;28729,45829
18/07/08;sex;28069,60206
19/07/08;sab;25735,00795
20/07/08;dom;23691,30362
21/07/08;seg;28191,5378
22/07/08;ter;29131,58559
23/07/08;qua;29367,50748
24/07/08;qui;29583,66419
25/07/08;sex;29308,44987
26/07/08;sab;26923,50207
27/07/08;dom;24512,28166
28/07/08;seg;28142,82858
29/07/08;ter;28916,23943
30/07/08;qua;29342,92803
31/07/08;qui;29628,47998
01/08/08;sex;28899,29024
02/08/08;sab;26847,45523
03/08/08;dom;24893,98976
04/08/08;seg;29368,13748
05/08/08;ter;29799,60248
06/08/08;qua;30011,07333
07/08/08;qui;30642,46413
08/08/08;sex;30472,39002
09/08/08;sab;28053,50891
10/08/08;dom;25161,38202
11/08/08;seg;29977,09574
12/08/08;ter;30992,7007
13/08/08;qua;31229,79508
14/08/08;qui;31013,47201
15/08/08;sex;27775,014
16/08/08;sab;27889,65422
17/08/08;dom;25736,40607
18/08/08;seg;29963,57585
19/08/08;ter;30253,81674
20/08/08;qua;30815,32694
21/08/08;qui;31155,3287
22/08/08;sex;31192,36323
23/08/08;sab;28297,99386
24/08/08;dom;25648,21393
25/08/08;seg;29723,77404
26/08/08;ter;30596,73002
27/08/08;qua;31326,31956
28/08/08;qui;30804,89331
29/08/08;sex;30379,19117
30/08/08;sab;28714,24213
31/08/08;dom;25919,25829
01/09/08;seg;29771,68386
02/09/08;ter;30528,65081
03/09/08;qua;30696,16612
04/09/08;qui;30529,01379
05/09/08;sex;30777,30501
06/09/08;sab;28593,79565
07/09/08;dom;25827,45889
08/09/08;seg;30045,73465
09/09/08;ter;30589,91459
10/09/08;qua;31610,49296
11/09/08;qui;31289,1009
12/09/08;sex;30578,63965
13/09/08;sab;28197,03922
14/09/08;dom;26245,30841
15/09/08;seg;30517,50325
16/09/08;ter;31459,41359
17/09/08;qua;31347,45844
18/09/08;qui;30928,3232
19/09/08;sex;30454,10157
20/09/08;sab;28220,0091
21/09/08;dom;26117,16615
22/09/08;seg;30620,53379
23/09/08;ter;31054,01033
24/09/08;qua;31117,89891
25/09/08;qui;30799,90977
26/09/08;sex;30842,40514
27/09/08;sab;28734,21394
28/09/08;dom;26068,34679
29/09/08;seg;30015,08727
30/09/08;ter;31046,28446
01/10/08;qua;30790,96941
02/10/08;qui;30367,26351
03/10/08;sex;30776,40699
04/10/08;sab;27949,75718
05/10/08;dom;24553,44688
06/10/08;seg;29284,00129
07/10/08;ter;30794,13734
08/10/08;qua;31017,72531
09/10/08;qui;31394,66454
10/10/08;sex;30855,05123
11/10/08;sab;28397,66071
12/10/08;dom;25446,69177
13/10/08;seg;29877,70212
14/10/08;ter;31308,66097
15/10/08;qua;31055,13385
16/10/08;qui;31471,53439
17/10/08;sex;31852,9026
18/10/08;sab;28412,83458
19/10/08;dom;24657,96663
20/10/08;seg;30157,24715
21/10/08;ter;31354,14899
22/10/08;qua;31396,57612
23/10/08;qui;31377,19078
24/10/08;sex;31029,17708
25/10/08;sab;28495,46384
26/10/08;dom;25955,55522
27/10/08;seg;28867,99183
28/10/08;ter;30720,57426
29/10/08;qua;31300,12793
30/10/08;qui;31538,05525
31/10/08;sex;31242,10527
01/11/08;sab;29029,83256
02/11/08;dom;26245,49568
03/11/08;seg;30188,75211
04/11/08;ter;30808,79509
05/11/08;qua;30790,74115
06/11/08;qui;30338,53212
07/11/08;sex;30247,10463
08/11/08;sab;28113,02474
09/11/08;dom;25520,92553
10/11/08;seg;29805,02339
11/11/08;ter;31715,81222
12/11/08;qua;32022,22559
13/11/08;qui;31827,41939
14/11/08;sex;31432,64588
15/11/08;sab;28295,82364
16/11/08;dom;25998,22724
17/11/08;seg;29712,49117
18/11/08;ter;31146,04447
19/11/08;qua;31835,73145
20/11/08;qui;31373,93929
21/11/08;sex;31243,73374
22/11/08;sab;28818,83703
23/11/08;dom;26319,91493
24/11/08;seg;29910,34453
25/11/08;ter;31019,59056
26/11/08;qua;31304,77309
27/11/08;qui;31500,67143
28/11/08;sex;31103,6846
29/11/08;sab;28522,62639
30/11/08;dom;26250,35305
01/12/08;seg;30844,66123
02/12/08;ter;31113,13112
03/12/08;qua;29676,60147
04/12/08;qui;30184,66684
05/12/08;sex;30863,03172
06/12/08;sab;28935,3323
07/12/08;dom;26031,38459
08/12/08;seg;27841,00479
09/12/08;ter;31245,4855
10/12/08;qua;31308,68991
11/12/08;qui;31023,07914
12/12/08;sex;30708,40806
13/12/08;sab;28346,43003
14/12/08;dom;25977,86439
15/12/08;seg;30002,62425
16/12/08;ter;30650,4176
17/12/08;qua;30468,33792
18/12/08;qui;30457,2635
19/12/08;sex;29721,36828
20/12/08;sab;27104,88674
21/12/08;dom;24784,65166
22/12/08;seg;28377,47901
23/12/08;ter;28873,684
24/12/08;qua;27765,31721
25/12/08;qui;24765,27864
26/12/08;sex;26533,45177
27/12/08;sab;26653,8887
28/12/08;dom;25384,86457
29/12/08;seg;29387,89955
30/12/08;ter;29249,72307
31/12/08;qua;27149,2
01/01/09;qui;23645,31034
02/01/09;sex;26249,42187
03/01/09;sab;26333,04797
04/01/09;dom;24824,19406
05/01/09;seg;29151,64136
06/01/09;ter;29648,77675
07/01/09;qua;29225,06836
08/01/09;qui;28692,23817
09/01/09;sex;28699,57529
10/01/09;sab;26593,54089
11/01/09;dom;24426,39184
12/01/09;seg;27935,89866
13/01/09;ter;29352,86705
14/01/09;qua;29565,34335
15/01/09;qui;29354,78876
16/01/09;sex;29241,81249
17/01/09;sab;26974,46852
18/01/09;dom;24113,40882
19/01/09;seg;28262,51171
20/01/09;ter;28336,21364
21/01/09;qua;27710,041
22/01/09;qui;28051,17535
23/01/09;sex;28810,17689
24/01/09;sab;27058,49396
25/01/09;dom;24419,38159
26/01/09;seg;27789,05535
27/01/09;ter;29028,38901
28/01/09;qua;29153,59214
29/01/09;qui;29468,95176
30/01/09;sex;28896,05609
31/01/09;sab;25864,7729
01/02/09;dom;24242,31814
02/02/09;seg;27758,48958
03/02/09;ter;28164,50166
04/02/09;qua;28355,97181
05/02/09;qui;28478,96125
06/02/09;sex;29040,43833
07/02/09;sab;27364,64206
08/02/09;dom;24698,2453
09/02/09;seg;29065,43645
10/02/09;ter;29808,15588
11/02/09;qua;29081,47819
12/02/09;qui;29378,10648
13/02/09;sex;29150,42404
14/02/09;sab;28114,37609
15/02/09;dom;24020,00364
16/02/09;seg;27523,40768
17/02/09;ter;28146,35985
18/02/09;qua;28091,61968
19/02/09;qui;28164,41956
20/02/09;sex;28494,33162
21/02/09;sab;25634,22301
22/02/09;dom;22814,34875
23/02/09;seg;24776,89572
24/02/09;ter;24054,05909
25/02/09;qua;26560,67878
26/02/09;qui;27213,21978
27/02/09;sex;28202,9289
28/02/09;sab;26439,8527
01/03/09;dom;25144,02693
02/03/09;seg;27972,63773
03/03/09;ter;28768,33849
04/03/09;qua;28953,37409
05/03/09;qui;28483,07745
06/03/09;sex;28666,43172
07/03/09;sab;27363,05947
08/03/09;dom;25015,07186
09/03/09;seg;28253,52723
10/03/09;ter;28618,63903
11/03/09;qua;29079,01652
12/03/09;qui;29034,48627
13/03/09;sex;29408,59094
14/03/09;sab;27054,35803
15/03/09;dom;25002,50617
16/03/09;seg;27659,46583
17/03/09;ter;27867,39112
18/03/09;qua;28228,47664
19/03/09;qui;29090,94044
20/03/09;sex;29344,54751
21/03/09;sab;27395,99306
22/03/09;dom;24464,49085
23/03/09;seg;28297,65651
24/03/09;ter;28357,53856
25/03/09;qua;28249,20355
26/03/09;qui;28398,64689
27/03/09;sex;28149,65713
28/03/09;sab;26830,3751
29/03/09;dom;24513,06523
30/03/09;seg;28636,64356
31/03/09;ter;27518,46912
01/04/09;qua;27993,09462
02/04/09;qui;28226,14845
03/04/09;sex;28556,51126
04/04/09;sab;26444,6601
05/04/09;dom;23737,51807
06/04/09;seg;28549,75918
07/04/09;ter;29668,22133
08/04/09;qua;29656,06002
09/04/09;qui;28041,56734
10/04/09;sex;23260,22659
11/04/09;sab;25095,12511
12/04/09;dom;23427,31763
13/04/09;seg;27229,07343
14/04/09;ter;28971,47853
15/04/09;qua;29013,53955
16/04/09;qui;29255,80291
17/04/09;sex;28916,93135
18/04/09;sab;26688,15228
19/04/09;dom;24712,3293
20/04/09;seg;27567,67584
21/04/09;ter;25501,27948
22/04/09;qua;28659,72501
23/04/09;qui;28867,7354
24/04/09;sex;29044,50498
25/04/09;sab;26987,51401
26/04/09;dom;24403,75513
27/04/09;seg;28042,79871
28/04/09;ter;28600,34963
29/04/09;qua;29197,95317
30/04/09;qui;28347,96221
01/05/09;sex;23875,50535
02/05/09;sab;25065,47782
03/05/09;dom;23759,50139
04/05/09;seg;27268,42919
05/05/09;ter;28035,75569
06/05/09;qua;28634,86153
07/05/09;qui;28730,75254
08/05/09;sex;27996,73865
09/05/09;sab;26563,07546
10/05/09;dom;24677,06523
11/05/09;seg;28147,74845
12/05/09;ter;28457,1401
13/05/09;qua;28245,58464
14/05/09;qui;28128,89919
15/05/09;sex;28601,92263
16/05/09;sab;27019,26177
17/05/09;dom;24343,04585
18/05/09;seg;28392,44869
19/05/09;ter;27949,12041
20/05/09;qua;28307,3456
21/05/09;qui;28356,71038
22/05/09;sex;28681,60169
23/05/09;sab;26537,73958
24/05/09;dom;24286,98137
25/05/09;seg;27661,59164
26/05/09;ter;28279,16907
27/05/09;qua;28955,65855
28/05/09;qui;28884,7375
29/05/09;sex;28058,84285
30/05/09;sab;26022,36027
31/05/09;dom;24226,46184
01/06/09;seg;27332,42457
02/06/09;ter;27796,12492
03/06/09;qua;27768,34481
04/06/09;qui;28481,12316
05/06/09;sex;28765,73179
06/06/09;sab;27188,97896
07/06/09;dom;24450,54782
08/06/09;seg;28367,17754
09/06/09;ter;29043,21976
10/06/09;qua;29011,26753
11/06/09;qui;25803,63142
12/06/09;sex;27680,63724
13/06/09;sab;27081,95586
14/06/09;dom;25212,92988
15/06/09;seg;28357,75742
16/06/09;ter;28590,1082
17/06/09;qua;29683,78322
18/06/09;qui;30030,33094
19/06/09;sex;29660,11135
20/06/09;sab;28001,49774
21/06/09;dom;25909,08121
22/06/09;seg;29511,87736
23/06/09;ter;29538,21497
24/06/09;qua;29333,65779
25/06/09;qui;29585,40733
26/06/09;sex;29601,93515
27/06/09;sab;27668,10548
28/06/09;dom;25716,80585
29/06/09;seg;29398,27222
30/06/09;ter;29548,13025
01/07/09;qua;29499,39983
02/07/09;qui;29864,4313
03/07/09;sex;29574,57372
04/07/09;sab;27482,4345
05/07/09;dom;25145,23668
06/07/09;seg;29246,24385
07/07/09;ter;29831,4734
08/07/09;qua;29957,35569
09/07/09;qui;30150,08036
10/07/09;sex;29971,48096
11/07/09;sab;28290,66177
12/07/09;dom;25865,9579
13/07/09;seg;29935,63704
14/07/09;ter;30264,45347
15/07/09;qua;30343,28956
16/07/09;qui;29966,77628
17/07/09;sex;29645,88666
18/07/09;sab;27419,55576
19/07/09;dom;25565,91533
20/07/09;seg;29497,80344
21/07/09;ter;30170,98893
22/07/09;qua;30080,55721
23/07/09;qui;29805,78994
24/07/09;sex;29060,42829
25/07/09;sab;27436,95156
26/07/09;dom;25683,37069
27/07/09;seg;30132,90704
28/07/09;ter;30845,00387
29/07/09;qua;31088,39098
30/07/09;qui;31149,7901
31/07/09;sex;30737,71392
01/08/09;sab;28599,36398
02/08/09;dom;26592,12846
03/08/09;seg;30807,27916
04/08/09;ter;31151,07245
05/08/09;qua;30818,1016
06/08/09;qui;31142,83009
07/08/09;sex;31826,31273
08/08/09;sab;29314,74248
09/08/09;dom;26691,16878
10/08/09;seg;31407,4576
11/08/09;ter;32343,662
12/08/09;qua;32193,8363
13/08/09;qui;32165,90975
14/08/09;sex;31493,64177
15/08/09;sab;28831,98013
16/08/09;dom;27124,97049
17/08/09;seg;32063,09086
18/08/09;ter;32552,53318
19/08/09;qua;32538,7855
20/08/09;qui;32449,19992
21/08/09;sex;32425,27215
22/08/09;sab;30134,69562
23/08/09;dom;26806,38994
24/08/09;seg;30949,79395
25/08/09;ter;31596,72433
26/08/09;qua;32063,48313
27/08/09;qui;31795,68956
28/08/09;sex;31279,18682
