data;dia;fluxo
20/07/04;ter;20149,48077
21/07/04;qua;20606,84607
22/07/04;qui;20450,7901
23/07/04;sex;19855,65358
24/07/04;sab;18118,54319
25/07/04;dom;16814,40313
26/07/04;seg;20164,30814
27/07/04;ter;20463,27647
28/07/04;qua;20418,05397
29/07/04;qui;20725,46466
30/07/04;sex;20709,84317
31/07/04;sab;18928,87981
01/08/04;dom;17187,82384
02/08/04;seg;20685,32902
03/08/04;ter;21217,92026
04/08/04;qua;21378,2378
05/08/04;qui;21134,21118
06/08/04;sex;21186,79974
07/08/04;sab;18661,16539
08/08/04;dom;16887,24128
09/08/04;seg;20946,38381
10/08/04;ter;21459,97691
11/08/04;qua;21159,60158
12/08/04;qui;21041,80565
13/08/04;sex;21109,58788
14/08/04;sab;19495,22396
15/08/04;dom;17670,02615
16/08/04;seg;21337,34038
17/08/04;ter;21839,04808
18/08/04;qua;21989,5597
19/08/04;qui;21774,85619
20/08/04;sex;21689,93795
21/08/04;sab;19505,29262
22/08/04;dom;17545,72906
23/08/04;seg;21031,12941
24/08/04;ter;21456,15118
25/08/04;qua;21753,07428
26/08/04;qui;21783,85701
27/08/04;sex;21782,30492
28/08/04;sab;19749,28263
29/08/04;dom;18011,1378
30/08/04;seg;21708,73756
31/08/04;ter;22013,47316
01/09/04;qua;21555,52988
02/09/04;qui;21804,40386
03/09/04;sex;21686,54742
04/09/04;sab;19678,73134
05/09/04;dom;17959,72125
06/09/04;seg;20603,43681
07/09/04;ter;18338,49481
08/09/04;qua;21737,97391
09/09/04;qui;22035,50176
10/09/04;sex;22058,51794
11/09/04;sab;20270,19559
12/09/04;dom;17894,38982
13/09/04;seg;21076,72477
14/09/04;ter;21725,07327
15/09/04;qua;22320,41357
16/09/04;qui;22008,64435
17/09/04;sex;21800,79558
18/09/04;sab;19903,97924
19/09/04;dom;18120,28013
20/09/04;seg;21937,94097
21/09/04;ter;22475,71315
22/09/04;qua;22450,98738
23/09/04;qui;22433,54051
24/09/04;sex;22600,87864
25/09/04;sab;20246,08163
26/09/04;dom;18222,79162
27/09/04;seg;21745,36897
28/09/04;ter;22002,10483
29/09/04;qua;21982,37282
30/09/04;qui;21830,93483
01/10/04;sex;21371,03758
02/10/04;sab;19816,43668
03/10/04;dom;17730,62349
04/10/04;seg;21086,25014
05/10/04;ter;21981,85487
06/10/04;qua;22091,95203
07/10/04;qui;22014,27927
08/10/04;sex;22171,20116
09/10/04;sab;20180,35401
10/10/04;dom;18020,98992
11/10/04;seg;21310,78407
12/10/04;ter;19090,11801
13/10/04;qua;22679,85064
14/10/04;qui;22955,03423
15/10/04;sex;22879,38081
16/10/04;sab;20900,9022
17/10/04;dom;18589,59327
18/10/04;seg;22330,03987
19/10/04;ter;22708,7461
20/10/04;qua;22555,20948
21/10/04;qui;22539,26177
22/10/04;sex;22367,40997
23/10/04;sab;20381,47718
24/10/04;dom;18246,08266
25/10/04;seg;21013,05721
26/10/04;ter;22200,47345
27/10/04;qua;21642,77997
28/10/04;qui;21759,09688
29/10/04;sex;22073,07829
30/10/04;sab;20038,26482
31/10/04;dom;17985,70285
01/11/04;seg;21078,37794
02/11/04;ter;17458,82464
03/11/04;qua;21982,74098
04/11/04;qui;22434,91416
05/11/04;sex;22636,03716
06/11/04;sab;20816,26362
07/11/04;dom;18721,76995
08/11/04;seg;22158,47375
09/11/04;ter;22651,85328
10/11/04;qua;22569,31759
11/11/04;qui;22494,00923
12/11/04;sex;22757,1125
13/11/04;sab;20778,38635
14/11/04;dom;18685,07154
15/11/04;seg;18800,80847
16/11/04;ter;22208,95638
17/11/04;qua;22786,04615
18/11/04;qui;23102,21792
19/11/04;sex;23106,49975
20/11/04;sab;21164,33431
21/11/04;dom;18976,70369
22/11/04;seg;22475,96592
23/11/04;ter;23085,15537
24/11/04;qua;22823,78331
25/11/04;qui;22913,71257
26/11/04;sex;22621,26436
27/11/04;sab;20714,90213
28/11/04;dom;18904,86326
29/11/04;seg;22911,35216
30/11/04;ter;23367,31167
01/12/04;qua;23087,28854
02/12/04;qui;23180,66764
03/12/04;sex;23003,04913
04/12/04;sab;21048,61868
05/12/04;dom;19185,22131
06/12/04;seg;22636,83128
07/12/04;ter;23251,50649
08/12/04;qua;21281,0857
09/12/04;qui;22913,26814
10/12/04;sex;22957,64811
11/12/04;sab;20880,08912
12/12/04;dom;19105,57829
13/12/04;seg;22729,64566
14/12/04;ter;23172,98335
15/12/04;qua;23109,17807
16/12/04;qui;22982,09494
17/12/04;sex;22658,98217
18/12/04;sab;20687,33011
19/12/04;dom;18932,27577
20/12/04;seg;22323,92203
21/12/04;ter;22613,81125
22/12/04;qua;22578,08334
23/12/04;qui;22182,4096
24/12/04;sex;20068,95142
25/12/04;sab;17323,73196
26/12/04;dom;17884,59065
27/12/04;seg;20643,93572
28/12/04;ter;20420,58187
29/12/04;qua;20664,70715
30/12/04;qui;21258,00602
31/12/04;sex;19857,40079
01/01/05;sab;17739,85621
02/01/05;dom;17861,78297
03/01/05;seg;21135,87893
04/01/05;ter;22257,55974
05/01/05;qua;22552,31896
06/01/05;qui;22729,4339
07/01/05;sex;22672,37112
08/01/05;sab;20811,97439
09/01/05;dom;18830,01064
10/01/05;seg;21873,73576
11/01/05;ter;22237,79797
12/01/05;qua;22355,69139
13/01/05;qui;22481,30533
14/01/05;sex;22669,18703
15/01/05;sab;20568,49249
16/01/05;dom;18143,34063
17/01/05;seg;21298,07332
18/01/05;ter;20903,39853
19/01/05;qua;20597,93108
20/01/05;qui;21353,60376
21/01/05;sex;21256,86642
22/01/05;sab;19359,33998
23/01/05;dom;17622,34221
24/01/05;seg;21037,59501
25/01/05;ter;21797,56794
26/01/05;qua;21443,09297
27/01/05;qui;21626,49188
28/01/05;sex;21784,47583
29/01/05;sab;20356,21131
30/01/05;dom;18543,43381
31/01/05;seg;21465,43498
01/02/05;ter;21672,62008
02/02/05;qua;21753,4825
03/02/05;qui;21602,6582
04/02/05;sex;20969,44346
05/02/05;sab;19100,90012
06/02/05;dom;17696,50563
07/02/05;seg;19137,20722
08/02/05;ter;18278,49464
09/02/05;qua;20680,01979
10/02/05;qui;22117,03346
11/02/05;sex;22415,67189
12/02/05;sab;20478,92685
13/02/05;dom;18290,69222
14/02/05;seg;21231,02631
15/02/05;ter;21390,01353
16/02/05;qua;21641,21995
17/02/05;qui;21751,8545
18/02/05;sex;21501,5615
19/02/05;sab;21027,27502
20/02/05;dom;18258,03551
21/02/05;seg;21672,25346
22/02/05;ter;21413,15686
23/02/05;qua;21349,42932
24/02/05;qui;21612,65363
25/02/05;sex;21628,99108
26/02/05;sab;19941,19783
27/02/05;dom;17775,32153
28/02/05;seg;21766,9374
01/03/05;ter;22042,50637
02/03/05;qua;22117,297
03/03/05;qui;22498,52029
04/03/05;sex;22169,82692
05/03/05;sab;20180,11766
06/03/05;dom;18058,31563
07/03/05;seg;22330,00352
08/03/05;ter;22834,78617
09/03/05;qua;22544,80569
10/03/05;qui;22415,23802
11/03/05;sex;22568,50921
12/03/05;sab;20194,36032
13/03/05;dom;18044,22191
14/03/05;seg;21042,25322
15/03/05;ter;21819,75267
16/03/05;qua;22211,9839
17/03/05;qui;22476,74148
18/03/05;sex;22407,04322
19/03/05;sab;19682,3896
20/03/05;dom;17951,39719
21/03/05;seg;21663,91667
22/03/05;ter;21773,39146
23/03/05;qua;21683,59062
24/03/05;qui;20502,91372
25/03/05;sex;17037,87971
26/03/05;sab;18551,73974
27/03/05;dom;17598,36749
28/03/05;seg;21048,4712
29/03/05;ter;21527,13184
30/03/05;qua;21643,50937
31/03/05;qui;21286,38541
01/04/05;sex;21410,19184
02/04/05;sab;20169,58379
03/04/05;dom;18280,10052
04/04/05;seg;21327,22169
05/04/05;ter;21906,06005
06/04/05;qua;21970,22487
07/04/05;qui;22488,55425
08/04/05;sex;22672,96559
09/04/05;sab;20001,31461
10/04/05;dom;18162,09653
11/04/05;seg;21780,93969
12/04/05;ter;22387,55751
13/04/05;qua;22430,97554
14/04/05;qui;22490,41016
15/04/05;sex;22247,20552
16/04/05;sab;20432,37107
17/04/05;dom;18666,65887
18/04/05;seg;22527,4712
19/04/05;ter;22787,99229
20/04/05;qua;22116,42399
21/04/05;qui;19176,64957
22/04/05;sex;21555,77701
23/04/05;sab;20442,21338
24/04/05;dom;18481,59874
25/04/05;seg;21185,97404
26/04/05;ter;22407,73705
27/04/05;qua;22656,99627
28/04/05;qui;22154,51594
29/04/05;sex;21569,03448
30/04/05;sab;19915,26385
01/05/05;dom;17986,4853
02/05/05;seg;21893,05397
03/05/05;ter;21969,67983
04/05/05;qua;22328,08287
05/05/05;qui;22046,85285
06/05/05;sex;22324,37253
07/05/05;sab;20221,80704
08/05/05;dom;18138,15169
09/05/05;seg;21972,30803
10/05/05;ter;22504,13414
11/05/05;qua;22859,19943
12/05/05;qui;23127,08463
13/05/05;sex;22897,2696
14/05/05;sab;21002,19065
15/05/05;dom;19040,38372
16/05/05;seg;22450,49185
17/05/05;ter;22423,41695
18/05/05;qua;22617,7922
19/05/05;qui;22129,17448
20/05/05;sex;22077,07877
21/05/05;sab;19911,03866
22/05/05;dom;17900,42158
23/05/05;seg;21487,10111
24/05/05;ter;22019,73062
25/05/05;qua;22297,77823
26/05/05;qui;18866,50452
27/05/05;sex;21371,31248
28/05/05;sab;20285,54086
29/05/05;dom;18157,82594
30/05/05;seg;21709,99476
31/05/05;ter;22428,79418
01/06/05;qua;22206,33932
02/06/05;qui;22562,17697
03/06/05;sex;22566,76226
04/06/05;sab;20802,11721
05/06/05;dom;19151,05728
06/06/05;seg;22482,6938
07/06/05;ter;22664,69378
08/06/05;qua;23030,10299
09/06/05;qui;23051,37314
10/06/05;sex;23061,87448
11/06/05;sab;20909,16189
12/06/05;dom;19093,19017
13/06/05;seg;22683,11312
14/06/05;ter;23270,71624
15/06/05;qua;23162,90475
16/06/05;qui;23459,80172
17/06/05;sex;23409,0742
18/06/05;sab;21445,4153
19/06/05;dom;19448,6639
20/06/05;seg;23084,24359
21/06/05;ter;23581,54508
22/06/05;qua;23297,75784
23/06/05;qui;23142,16502
24/06/05;sex;22821,32501
25/06/05;sab;20871,02647
26/06/05;dom;18805,24984
27/06/05;seg;22597,80497
28/06/05;ter;23205,56091
29/06/05;qua;23623,49881
30/06/05;qui;23480,61389
01/07/05;sex;23066,88326
02/07/05;sab;20443,90475
03/07/05;dom;18783,78998
04/07/05;seg;22519,50622
05/07/05;ter;22390,31915
06/07/05;qua;22736,77913
07/07/05;qui;23028,31711
08/07/05;sex;22385,8342
09/07/05;sab;20365,66811
10/07/05;dom;18147,57934
11/07/05;seg;22100,54263
12/07/05;ter;22843,42847
13/07/05;qua;22954,49805
14/07/05;qui;22649,35488
15/07/05;sex;22445,2909
16/07/05;sab;20550,00513
17/07/05;dom;18693,03229
18/07/05;seg;22366,21865
19/07/05;ter;23033,88735
20/07/05;qua;22898,88454
21/07/05;qui;22926,66216
22/07/05;sex;22441,06687
23/07/05;sab;20108,3469
24/07/05;dom;18555,12506
25/07/05;seg;22441,85445
26/07/05;ter;22673,87047
27/07/05;qua;23063,87407
28/07/05;qui;23093,52724
29/07/05;sex;22716,16882
30/07/05;sab;20556,72977
31/07/05;dom;19019,96212
01/08/05;seg;22808,32021
02/08/05;ter;23753,97438
03/08/05;qua;23946,36916
04/08/05;qui;24180,75536
05/08/05;sex;24196,96433
06/08/05;sab;22095,00496
07/08/05;dom;20106,5027
08/08/05;seg;23983,15992
09/08/05;ter;24426,11162
10/08/05;qua;24269,00287
11/08/05;qui;24048,65901
12/08/05;sex;23632,34134
13/08/05;sab;21438,49087
14/08/05;dom;19490,34429
15/08/05;seg;20589,98983
16/08/05;ter;23670,27365
17/08/05;qua;23725,67919
18/08/05;qui;23842,2222
19/08/05;sex;23791,75232
20/08/05;sab;21896,8212
21/08/05;dom;19897,28451
22/08/05;seg;23806,84076
23/08/05;ter;24049,54009
24/08/05;qua;23877,47204
25/08/05;qui;24125,93131
26/08/05;sex;24288,13776
27/08/05;sab;21816,93709
28/08/05;dom;19291,45131
29/08/05;seg;23325,76642
30/08/05;ter;23837,34877
31/08/05;qua;23975,54611
01/09/05;qui;24385,62458
02/09/05;sex;24288,89269
03/09/05;sab;22122,96805
04/09/05;dom;20040,50193
05/09/05;seg;23699,6372
06/09/05;ter;23923,02187
07/09/05;qua;20574,78549
08/09/05;qui;23918,73378
09/09/05;sex;24180,08577
10/09/05;sab;22028,58075
11/09/05;dom;20008,73556
12/09/05;seg;23937,64504
13/09/05;ter;24406,49248
14/09/05;qua;24463,41416
15/09/05;qui;23921,87361
16/09/05;sex;24102,02976
17/09/05;sab;22134,52416
18/09/05;dom;20229,50887
19/09/05;seg;24503,62783
20/09/05;ter;24750,43529
21/09/05;qua;24590,22512
22/09/05;qui;24714,74776
23/09/05;sex;24506,96322
24/09/05;sab;22371,97378
25/09/05;dom;20270,56779
26/09/05;seg;23304,34481
27/09/05;ter;24749,1546
28/09/05;qua;24832,10681
29/09/05;qui;24475,13551
30/09/05;sex;24353,88532
01/10/05;sab;22552,76372
02/10/05;dom;20972,17087
03/10/05;seg;24675,48749
04/10/05;ter;24937,01722
05/10/05;qua;25258,95732
06/10/05;qui;24823,85469
07/10/05;sex;24575,52079
08/10/05;sab;22627,53523
09/10/05;dom;20317,79749
10/10/05;seg;23889,09426
11/10/05;ter;23864,84767
12/10/05;qua;20932,90993
13/10/05;qui;24515,00539
14/10/05;sex;24930,76773
15/10/05;sab;22670,2794
16/10/05;dom;19885,22474
17/10/05;seg;24628,08469
18/10/05;ter;24835,56834
19/10/05;qua;25031,03399
20/10/05;qui;25018,65996
21/10/05;sex;24301,07516
22/10/05;sab;21950,71393
23/10/05;dom;20262,28959
24/10/05;seg;22814,59961
25/10/05;ter;24798,35691
26/10/05;qua;24730,95777
27/10/05;qui;24665,432
28/10/05;sex;24384,69304
29/10/05;sab;22701,73161
30/10/05;dom;20783,71099
31/10/05;seg;24683,03796
01/11/05;ter;24802,6466
02/11/05;qua;21012,31404
03/11/05;qui;24805,21886
04/11/05;sex;25359,27751
05/11/05;sab;22716,72364
06/11/05;dom;20579,53486
07/11/05;seg;24590,57772
08/11/05;ter;25115,20015
09/11/05;qua;25091,3803
10/11/05;qui;24566,3831
11/11/05;sex;24806,44662
12/11/05;sab;22349,20402
13/11/05;dom;20304,24733
14/11/05;seg;23762,41524
15/11/05;ter;21415,60528
16/11/05;qua;24395,23837
17/11/05;qui;25077,97854
18/11/05;sex;25092,82327
19/11/05;sab;22982,77564
20/11/05;dom;21092,61504
21/11/05;seg;25108,4281
22/11/05;ter;25291,16967
23/11/05;qua;25005,48968
24/11/05;qui;25003,37212
25/11/05;sex;24917,49675
26/11/05;sab;22667,23703
27/11/05;dom;20561,57029
28/11/05;seg;24226,75442
29/11/05;ter;25000,86517
30/11/05;qua;25390,52205
01/12/05;qui;25649,21837
02/12/05;sex;25266,40344
03/12/05;sab;22909,40344
04/12/05;dom;20630,74718
05/12/05;seg;23828,98201
06/12/05;ter;23967,69818
07/12/05;qua;24482,3222
08/12/05;qui;22396,2865
09/12/05;sex;23994,8944
10/12/05;sab;21858,50789
11/12/05;dom;20400,79458
12/12/05;seg;24058,64474
13/12/05;ter;24797,77419
14/12/05;qua;24991,80536
15/12/05;qui;24217,41019
16/12/05;sex;24256,71962
17/12/05;sab;22332,16221
18/12/05;dom;20434,5565
19/12/05;seg;23485,73879
20/12/05;ter;23122,19983
21/12/05;qua;22976,83999
22/12/05;qui;23200,56337
23/12/05;sex;22913,96184
24/12/05;sab;21112,43309
25/12/05;dom;18985,64274
26/12/05;seg;22408,46462
27/12/05;ter;23167,46332
28/12/05;qua;21888,50871
29/12/05;qui;21432,65747
30/12/05;sex;21286,69271
31/12/05;sab;20348,8019
01/01/06;dom;18346,5165
02/01/06;seg;21159,09853
03/01/06;ter;22616,16823
04/01/06;qua;23127,02107
05/01/06;qui;22963,51708
06/01/06;sex;23331,25602
07/01/06;sab;21338,01404
08/01/06;dom;19255,86926
09/01/06;seg;21686,00412
10/01/06;ter;22515,31801
11/01/06;qua;23258,71402
12/01/06;qui;22926,67706
13/01/06;sex;23561,19135
14/01/06;sab;21866,37162
15/01/06;dom;20010,90657
16/01/06;seg;23369,14255
17/01/06;ter;23466,46117
18/01/06;qua;23467,34297
19/01/06;qui;23094,18477
20/01/06;sex;22377,17538
21/01/06;sab;21329,88142
22/01/06;dom;19736,10986
23/01/06;seg;23430,18641
24/01/06;ter;24149,70457
25/01/06;qua;24311,43323
26/01/06;qui;24800,77944
27/01/06;sex;25017,6693
28/01/06;sab;22881,66647
29/01/06;dom;20425,39451
30/01/06;seg;23856,69662
31/01/06;ter;24395,15588
01/02/06;qua;24343,27624
02/02/06;qui;24261,34487
03/02/06;sex;24119,17252
04/02/06;sab;22134,10351
05/02/06;dom;19835,90149
06/02/06;seg;22903,39704
07/02/06;ter;23053,94125
08/02/06;qua;23740,38928
09/02/06;qui;24470,32466
10/02/06;sex;24503,78416
11/02/06;sab;22063,07279
12/02/06;dom;19309,58391
13/02/06;seg;22660,76735
14/02/06;ter;22326,26082
15/02/06;qua;22876,37982
16/02/06;qui;23668,22716
17/02/06;sex;22629,7377
18/02/06;sab;22215,78881
19/02/06;dom;19685,8937
20/02/06;seg;23237,81784
21/02/06;ter;23844,13759
22/02/06;qua;24134,40081
23/02/06;qui;24126,16395
24/02/06;sex;24042,48562
25/02/06;sab;21951,72453
26/02/06;dom;19213,32326
27/02/06;seg;20425,29633
28/02/06;ter;19020,57329
01/03/06;qua;21023,57757
02/03/06;qui;22291,90361
03/03/06;sex;22732,67352
04/03/06;sab;21049,92535
05/03/06;dom;19204,62421
06/03/06;seg;23247,87674
07/03/06;ter;24132,67499
08/03/06;qua;24030,9704
09/03/06;qui;24029,0081
10/03/06;sex;24016,816
11/03/06;sab;21692,96931
12/03/06;dom;19947,30983
13/03/06;seg;23603,8977
14/03/06;ter;23382,4443
15/03/06;qua;23958,25278
16/03/06;qui;23878,07844
17/03/06;sex;23844,04892
18/03/06;sab;21743,56819
19/03/06;dom;19545,55897
20/03/06;seg;23599,38044
21/03/06;ter;24032,79454
22/03/06;qua;23704,53155
23/03/06;qui;23670,34241
24/03/06;sex;23332,4357
25/03/06;sab;21552,59328
26/03/06;dom;19398,5727
27/03/06;seg;23119,21936
28/03/06;ter;23752,37512
29/03/06;qua;23171,11621
30/03/06;qui;22735,08704
31/03/06;sex;22806,91646
01/04/06;sab;20789,5261
02/04/06;dom;19214,50395
03/04/06;seg;23369,97403
04/04/06;ter;23421,96583
05/04/06;qua;23400,57501
06/04/06;qui;23721,48445
07/04/06;sex;23319,48843
08/04/06;sab;21115,67276
09/04/06;dom;19046,75995
10/04/06;seg;23241,68942
11/04/06;ter;23298,22144
12/04/06;qua;23484,6341
13/04/06;qui;22817,53018
14/04/06;sex;19499,1104
15/04/06;sab;20633,88318
16/04/06;dom;19175,7895
17/04/06;seg;22593,25465
18/04/06;ter;23289,54534
19/04/06;qua;23739,85087
20/04/06;qui;23313,02642
21/04/06;sex;20380,39871
22/04/06;sab;21313,24201
23/04/06;dom;19760,56132
24/04/06;seg;23439,04705
25/04/06;ter;23008,19969
26/04/06;qua;23192,95853
27/04/06;qui;23550,25111
28/04/06;sex;23594,05488
29/04/06;sab;21663,41475
30/04/06;dom;19069,87716
01/05/06;seg;19455,74716
02/05/06;ter;23628,48945
03/05/06;qua;24163,33123
04/05/06;qui;23929,64818
05/05/06;sex;23491,58628
06/05/06;sab;21535,49752
07/05/06;dom;19136,1768
08/05/06;seg;23007,35603
09/05/06;ter;23379,05026
10/05/06;qua;23354,96097
11/05/06;qui;23226,99312
12/05/06;sex;23018,71084
13/05/06;sab;21625,54059
14/05/06;dom;19915,79068
15/05/06;seg;23976,7264
16/05/06;ter;24258,44539
17/05/06;qua;23916,99002
18/05/06;qui;23926,09781
19/05/06;sex;23581,56067
20/05/06;sab;20956,53771
21/05/06;dom;19465,49246
22/05/06;seg;23479,78936
23/05/06;ter;24009,48926
24/05/06;qua;23743,91272
25/05/06;qui;23765,47837
26/05/06;sex;23652,1579
27/05/06;sab;21597,77194
28/05/06;dom;19805,72137
29/05/06;seg;23413,20696
30/05/06;ter;23963,34752
31/05/06;qua;24209,27386
01/06/06;qui;24789,34378
02/06/06;sex;24772,94933
03/06/06;sab;22533,05582
04/06/06;dom;20746,30447
05/06/06;seg;24074,70614
06/06/06;ter;24378,12537
07/06/06;qua;24196,34078
08/06/06;qui;24703,65598
09/06/06;sex;24647,29697
10/06/06;sab;22432,86177
11/06/06;dom;20047,68172
12/06/06;seg;24032,80218
13/06/06;ter;23181,09054
14/06/06;qua;24401,58477
15/06/06;qui;21167,70902
16/06/06;sex;24098,67193
17/06/06;sab;22274,36355
18/06/06;dom;20301,36655
19/06/06;seg;24078,62153
20/06/06;ter;24782,21814
21/06/06;qua;24959,15945
22/06/06;qui;23712,25782
23/06/06;sex;25258,87999
24/06/06;sab;22914,40376
25/06/06;dom;20965,09315
26/06/06;seg;24774,27981
27/06/06;ter;23646,21637
28/06/06;qua;25107,39675
29/06/06;qui;24990,8699
30/06/06;sex;25045,1663
01/07/06;sab;22312,04115
02/07/06;dom;20495,91306
03/07/06;seg;23872,68612
04/07/06;ter;24418,61329
05/07/06;qua;24716,60985
06/07/06;qui;24734,62725
07/07/06;sex;24838,60329
08/07/06;sab;22544,8473
09/07/06;dom;20581,72421
10/07/06;seg;23789,58787
11/07/06;ter;24396,56751
12/07/06;qua;24729,31898
13/07/06;qui;24711,0726
14/07/06;sex;24533,03342
15/07/06;sab;21938,5134
16/07/06;dom;19793,51575
17/07/06;seg;24126,64472
18/07/06;ter;24617,32006
19/07/06;qua;24579,8727
20/07/06;qui;24472,83538
21/07/06;sex;24055,00331
22/07/06;sab;21738,62878
23/07/06;dom;19879,63456
24/07/06;seg;23969,63293
25/07/06;ter;24815,78268
26/07/06;qua;24951,48802
27/07/06;qui;25003,50281
28/07/06;sex;24446,3951
29/07/06;sab;22156,10027
30/07/06;dom;20247,2158
31/07/06;seg;24093,4519
01/08/06;ter;24714,0358
02/08/06;qua;24424,50851
03/08/06;qui;24712,65668
04/08/06;sex;24948,12369
05/08/06;sab;22946,9379
06/08/06;dom;21108,21035
07/08/06;seg;25254,35966
08/08/06;ter;25788,9426
09/08/06;qua;25620,61941
10/08/06;qui;25809,89314
11/08/06;sex;25853,08369
12/08/06;sab;23696,80895
13/08/06;dom;21257,77239
14/08/06;seg;25696,48678
15/08/06;ter;23568,54774
16/08/06;qua;26181,31376
17/08/06;qui;26135,47069
18/08/06;sex;25947,93283
19/08/06;sab;23368,92586
20/08/06;dom;21457,88875
21/08/06;seg;25883,33451
22/08/06;ter;26218,49391
23/08/06;qua;26138,47826
24/08/06;qui;26078,34391
25/08/06;sex;25956,11228
26/08/06;sab;23812,16952
27/08/06;dom;21635,5651
28/08/06;seg;25826,86961
29/08/06;ter;26326,0574
30/08/06;qua;26196,35922
31/08/06;qui;26024,77237
01/09/06;sex;25915,34571
02/09/06;sab;24025,87986
03/09/06;dom;22136,10529
04/09/06;seg;26083,82667
05/09/06;ter;26268,59774
06/09/06;qua;26448,86263
07/09/06;qui;22875,15982
08/09/06;sex;25181,52262
09/09/06;sab;23705,72927
10/09/06;dom;21909,66244
11/09/06;seg;26094,66459
12/09/06;ter;26955,56975
13/09/06;qua;26218,67857
14/09/06;qui;26018,40398
15/09/06;sex;26585,88857
16/09/06;sab;24476,66012
17/09/06;dom;22090,66126
18/09/06;seg;26162,92486
19/09/06;ter;26307,59452
20/09/06;qua;26472,40873
21/09/06;qui;26617,71881
22/09/06;sex;26631,29051
23/09/06;sab;24643,12568
24/09/06;dom;22211,91804
25/09/06;seg;26462,64386
26/09/06;ter;26692,071
27/09/06;qua;26343,02461
28/09/06;qui;26397,60534
29/09/06;sex;26523,95362
30/09/06;sab;24399,43803
01/10/06;dom;22209,9506
02/10/06;seg;26121,31942
03/10/06;ter;26788,68707
04/10/06;qua;27316,52612
05/10/06;qui;27418,33751
06/10/06;sex;27141,97276
07/10/06;sab;24851,99326
08/10/06;dom;22222,0701
09/10/06;seg;26184,72421
10/10/06;ter;26948,51565
11/10/06;qua;26845,00882
12/10/06;qui;23681,29577
13/10/06;sex;26433,21139
14/10/06;sab;24775,3933
15/10/06;dom;22143,1349
16/10/06;seg;26323,76436
17/10/06;ter;27193,23324
18/10/06;qua;26733,40032
19/10/06;qui;26664,49286
20/10/06;sex;26804,43066
21/10/06;sab;25045,81868
22/10/06;dom;22776,00605
23/10/06;seg;25977,34259
24/10/06;ter;27305,39857
25/10/06;qua;27299,67504
26/10/06;qui;26909,62005
27/10/06;sex;27210,25387
28/10/06;sab;25177,77483
29/10/06;dom;22795,35669
30/10/06;seg;26612,38171
31/10/06;ter;26928,70981
01/11/06;qua;26811,97226
02/11/06;qui;22946,71727
03/11/06;sex;26401,67452
04/11/06;sab;24947,96807
05/11/06;dom;21790,28224
06/11/06;seg;26714,72807
07/11/06;ter;27146,93413
08/11/06;qua;26983,46812
09/11/06;qui;27310,51303
10/11/06;sex;26687,91049
11/11/06;sab;23935,77033
12/11/06;dom;22119,30724
13/11/06;seg;26126,65806
14/11/06;ter;26025,54092
15/11/06;qua;23192,81339
16/11/06;qui;26405,4479
17/11/06;sex;26523,84667
18/11/06;sab;23581,23976
19/11/06;dom;21276,96715
20/11/06;seg;25402,64247
21/11/06;ter;25943,00763
22/11/06;qua;25815,82738
23/11/06;qui;25666,80897
24/11/06;sex;26470,8057
25/11/06;sab;24495,82964
26/11/06;dom;22191,12402
27/11/06;seg;26701,28496
28/11/06;ter;27454,53355
29/11/06;qua;27460,48412
30/11/06;qui;26941,76354
01/12/06;sex;26646,39203
02/12/06;sab;24486,2399
03/12/06;dom;22632,71836
04/12/06;seg;26352,18815
05/12/06;ter;26832,07223
06/12/06;qua;27237,00526
07/12/06;qui;27379,10114
08/12/06;sex;25655,07328
09/12/06;sab;25023,72388
10/12/06;dom;22351,41835
11/12/06;seg;25896,64705
12/12/06;ter;26148,00015
13/12/06;qua;26326,99457
14/12/06;qui;26336,05
15/12/06;sex;26399,16074
16/12/06;sab;24139,97823
17/12/06;dom;21927,18053
18/12/06;seg;25489,9159
19/12/06;ter;25878,54073
20/12/06;qua;26380,80428
21/12/06;qui;26984,2228
22/12/06;sex;26502,39541
23/12/06;sab;24110,88983
24/12/06;dom;22649,45145
25/12/06;seg;21072,20567
26/12/06;ter;24605,10541
27/12/06;qua;25318,19498
28/12/06;qui;25361,25384
29/12/06;sex;24884,50512
30/12/06;sab;23348,30809
31/12/06;dom;21951,48392
01/01/07;seg;20602,62638
02/01/07;ter;24279,73584
03/01/07;qua;25268,30881
04/01/07;qui;25667,04978
05/01/07;sex;25801,64084
06/01/07;sab;23956,28563
07/01/07;dom;22081,86549
08/01/07;seg;25866,28362
09/01/07;ter;26302,57794
10/01/07;qua;26068,58084
11/01/07;qui;25990,5351
12/01/07;sex;26170,61136
13/01/07;sab;24294,42607
14/01/07;dom;22261,60935
15/01/07;seg;26200,17424
16/01/07;ter;27210,02911
17/01/07;qua;26943,93088
18/01/07;qui;27117,948
19/01/07;sex;27119,8955
20/01/07;sab;24636,43201
21/01/07;dom;22721,66671
22/01/07;seg;26523,57161
23/01/07;ter;26873,24
24/01/07;qua;26718,56862
25/01/07;qui;27214,90524
26/01/07;sex;27054,41517
27/01/07;sab;24793,05291
28/01/07;dom;22207,76413
29/01/07;seg;25840,38775
30/01/07;ter;26592,14204
31/01/07;qua;26594,69533
01/02/07;qui;26364,84226
02/02/07;sex;25225,79869
03/02/07;sab;23213,1485
04/02/07;dom;21477,63302
05/02/07;seg;25009,81439
06/02/07;ter;25322,88212
07/02/07;qua;24720,41977
